0, 0.962437, 0.037130, 0.268955, -0.225009, 0.053400, -0.997143, -0.053431, 0.007801, 0.266202, 0.065786, -0.961670, 0.680516, 0.000000, 0.000000, 0.000000, 1.000000
1, 0.820128, 0.569316, 0.057180, -0.260486, 0.555343, -0.816075, 0.160050, -0.101884, 0.137782, -0.099507, -0.985451, 0.766457, 0.000000, 0.000000, 0.000000, 1.000000
2, 0.502647, -0.864251, -0.020413, 0.046175, -0.848782, -0.497856, 0.178070, 0.033640, -0.164060, -0.072180, -0.983806, 0.658484, 0.000000, 0.000000, 0.000000, 1.000000
3, 0.451473, 0.880881, 0.142198, -0.172078, 0.719368, -0.453614, 0.526065, -0.217300, 0.527903, -0.135211, -0.838472, 0.558775, 0.000000, 0.000000, 0.000000, 1.000000
4, 0.636573, 0.756995, -0.147423, -0.181458, 0.651291, -0.630047, -0.422919, 0.047196, -0.413031, 0.173204, -0.894095, 0.697897, 0.000000, 0.000000, 0.000000, 1.000000
5, 0.515953, 0.582731, -0.627867, 0.146520, 0.616784, -0.761358, -0.199780, 0.113215, -0.594449, -0.284182, -0.752244, 1.007534, 0.000000, 0.000000, 0.000000, 1.000000
6, 0.691631, 0.669044, -0.272079, -0.089653, 0.704842, -0.707448, 0.052106, -0.212379, -0.157621, -0.227811, -0.960863, 0.804404, 0.000000, 0.000000, 0.000000, 1.000000
7, 0.367445, -0.888569, -0.274644, 0.070501, -0.923412, -0.383761, 0.006173, 0.046708, -0.110883, 0.251341, -0.961526, 0.632827, 0.000000, 0.000000, 0.000000, 1.000000
8, -0.271413, -0.879294, 0.391378, 0.072911, -0.919728, 0.356776, 0.163741, 0.007621, -0.283611, -0.315520, -0.905545, 0.855675, 0.000000, 0.000000, 0.000000, 1.000000
9, 0.795739, -0.590183, 0.135950, -0.124918, -0.546377, -0.796399, -0.259270, 0.099482, 0.261288, 0.132032, -0.956188, 0.641909, 0.000000, 0.000000, 0.000000, 1.000000
10, 0.407825, 0.806656, 0.427767, -0.152373, 0.297735, -0.560378, 0.772871, -0.082790, 0.863152, -0.187835, -0.468707, 0.387658, 0.000000, 0.000000, 0.000000, 1.000000
11, -0.826147, -0.501085, 0.257672, 0.197823, -0.233278, 0.720449, 0.653096, -0.194805, -0.512897, 0.479444, -0.712089, 0.649592, 0.000000, 0.000000, 0.000000, 1.000000
12, 0.089555, -0.971474, -0.219586, 0.249903, -0.988888, -0.112996, 0.096606, -0.040511, -0.118663, 0.208494, -0.970798, 0.755436, 0.000000, 0.000000, 0.000000, 1.000000
13, 0.959004, 0.278959, -0.049935, -0.134783, 0.280888, -0.912278, 0.298079, -0.022780, 0.037597, -0.299885, -0.953234, 0.798299, 0.000000, 0.000000, 0.000000, 1.000000
14, 0.996241, 0.047517, 0.072433, -0.094682, 0.035974, -0.987559, 0.153078, -0.013915, 0.078805, -0.149897, -0.985556, 0.760350, 0.000000, 0.000000, 0.000000, 1.000000
15, 0.934839, 0.252731, -0.249406, -0.084786, 0.110306, -0.874365, -0.472565, 0.178111, -0.337504, 0.414261, -0.845268, 0.885705, 0.000000, 0.000000, 0.000000, 1.000000
16, 0.876401, -0.381728, -0.293608, 0.030948, -0.144196, -0.789705, 0.596300, -0.033479, -0.459488, -0.480261, -0.747141, 0.901767, 0.000000, 0.000000, 0.000000, 1.000000
17, 0.648178, -0.708688, -0.278616, 0.109199, -0.212977, -0.519997, 0.827190, -0.033635, -0.731099, -0.476827, -0.487985, 0.748372, 0.000000, 0.000000, 0.000000, 1.000000
